"filename", "language", "Dart", "comment", "blank", "total"
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\modules\home\view\widgets\home_slider.dart", "Dart", -38, 0, -3, -41
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\modules\home\view\widgets\home_title.dart", "Dart", -18, 0, -2, -20
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\modules\home\view\widgets\top_car.dart", "Dart", -154, 0, -2, -156
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\modules\settings\settings_page.dart", "Dart", -8, 0, -3, -11
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\shared\handiling_data_widget.dart", "Dart", -43, -3, -3, -49
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\shared\models\social_media_auth_model.dart", "Dart", -15, 0, -2, -17
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\widgets\app_bar\custom_app_bar.dart", "Dart", -30, 0, -2, -32
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\widgets\buttons\custom_back_button.dart", "Dart", -22, 0, -2, -24
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\widgets\buttons\custom_button.dart", "Dart", -63, -3, -2, -68
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\widgets\buttons\custom_delete_button.dart", "Dart", 0, -43, -2, -45
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\widgets\dividers\custom_horizontal_divider.dart", "Dart", -26, 0, -3, -29
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\widgets\dividers\custom_vertical_divider.dart", "Dart", -26, 0, -2, -28
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\widgets\fields\custom_text_form_field.dart", "Dart", -98, 0, -3, -101
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\widgets\pop_up\custom_bottom_sheet.dart", "Dart", -16, 0, -2, -18
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\local\view\widgets\pop_up\custom_dialog.dart", "Dart", 0, -36, -3, -39
"d:\Flutter\Flutter Projects    (Magd)\proj\lib\main.dart", "Dart", -21, 0, -4, -25
"Total", "-", 3699, 144, 204, 4047
